sujeto,grupo,canal,condicion,n_trials,peso_min,peso_max,peso_efectivo
co2a0000368,alcoholic,PO8,S2 nomatch,20,0.0,0.15956836524478712,9.964735451361332
co2a0000368,alcoholic,T8,S1 obj,39,0.0,0.1305247046402717,16.44627193519503
co2a0000368,alcoholic,T8,S2 match,14,0.0,0.21828976461972463,7.177506943669297
co2a0000368,alcoholic,T8,S2 nomatch,20,0.0,0.17171255797674947,9.294182950821442
co2a0000368,alcoholic,TP8,S1 obj,39,0.0,0.1138808496506529,17.721164137243086
co2a0000368,alcoholic,TP8,S2 match,14,0.0,0.21566052053202558,7.056242946186796
co2a0000368,alcoholic,TP8,S2 nomatch,20,0.0,0.17431527199706331,9.921265781644143
co2a0000369,alcoholic,P8,S1 obj,58,0.0,0.07587464334868176,25.772976471328384
co2a0000369,alcoholic,P8,S2 match,29,0.0,0.11697386653449501,15.478159372811628
co2a0000369,alcoholic,P8,S2 nomatch,26,0.0,0.1740682911758298,12.74873323939786
co2a0000369,alcoholic,PO8,S1 obj,58,0.0,0.08011946831462724,26.37683843304333
co2a0000369,alcoholic,PO8,S2 match,29,0.0,0.1433494589472283,13.197667026180254
co2a0000369,alcoholic,PO8,S2 nomatch,26,0.0,0.2076592067875013,11.78347548329022
co2a0000369,alcoholic,T8,S1 obj,58,0.0,0.07851006071041551,25.160026528328988
co2a0000369,alcoholic,T8,S2 match,29,0.0,0.11198588063467259,16.093570217808917
co2a0000369,alcoholic,T8,S2 nomatch,26,0.0,0.1725011781820429,11.418788010695398
co2a0000369,alcoholic,TP8,S1 obj,58,0.0,0.0714322958167329,24.29233775608549
co2a0000369,alcoholic,TP8,S2 match,29,0.0,0.10688024441493969,15.658717014484406
co2a0000369,alcoholic,TP8,S2 nomatch,26,0.0,0.17346113012113423,12.090000224960804
co2a0000370,alcoholic,P8,S1 obj,59,0.0,0.052897204365720506,31.770215266801674
co2a0000370,alcoholic,P8,S2 match,28,0.0,0.0684468828539286,21.152427305780886
co2a0000370,alcoholic,P8,S2 nomatch,29,0.0,0.08471113959975476,17.550547622652566
co2a0000370,alcoholic,PO8,S1 obj,59,0.0,0.04355652559649312,34.66051137319683
co2a0000370,alcoholic,PO8,S2 match,28,0.0,0.07041209045761487,21.669697561343604
co2a0000370,alcoholic,PO8,S2 nomatch,29,0.0,0.06744401519629,19.661821082003634
co2a0000370,alcoholic,T8,S1 obj,59,0.0,0.06394831096271007,32.44014128359118
co2a0000370,alcoholic,T8,S2 match,28,0.0,0.09800625553988676,18.280554588016738
co2a0000370,alcoholic,T8,S2 nomatch,29,0.0,0.10511402869246267,16.2966219840951
co2a0000370,alcoholic,TP8,S1 obj,59,0.0,0.049263449634957164,31.79370336841727
co2a0000370,alcoholic,TP8,S2 match,28,0.0,0.07448195991923935,20.828216358203232
co2a0000370,alcoholic,TP8,S2 nomatch,29,0.0,0.08919260975722301,17.24187916084461
co2a0000371,alcoholic,P8,S1 obj,53,0.0,0.08460941601011673,27.0217913261097
co2a0000371,alcoholic,P8,S2 match,25,0.0,0.09209222761517585,17.259114453839928
co2a0000371,alcoholic,P8,S2 nomatch,28,0.0,0.08906871590235334,19.562571548959966
co2a0000371,alcoholic,PO8,S1 obj,53,0.0,0.05428829486403789,27.057899520977553
co2a0000371,alcoholic,PO8,S2 match,25,0.0,0.0866349522577661,18.070183711534682
co2a0000371,alcoholic,PO8,S2 nomatch,28,0.0,0.10834727790028205,17.174618441905388
co2a0000371,alcoholic,T8,S1 obj,53,0.0,0.06419006049348201,26.155071494202915
co2a0000371,alcoholic,T8,S2 match,25,0.0,0.09945960268522788,15.869119757617495
co2a0000371,alcoholic,T8,S2 nomatch,28,0.0,0.09033919418167836,17.47303630102449
co2a0000371,alcoholic,TP8,S1 obj,53,0.0,0.07446493966831669,27.318461675865773
co2a0000371,alcoholic,TP8,S2 match,25,0.0,0.09334599560190081,16.23224369628119
co2a0000371,alcoholic,TP8,S2 nomatch,28,0.0,0.09401077805611704,16.19599930764946
co2a0000372,alcoholic,P8,S1 obj,57,0.0,0.062851481282291,35.359751084851425
co2a0000372,alcoholic,P8,S2 match,29,0.012002330646736609,0.07175699934602559,24.233934127551816
co2a0000372,alcoholic,P8,S2 nomatch,29,0.0,0.08620093442438255,19.518170659987106
co2a0000372,alcoholic,PO8,S1 obj,57,0.0,0.06519593974121228,37.66213264742152
co2a0000372,alcoholic,PO8,S2 match,29,0.009466761200146348,0.06157277447899521,25.46852845844207
co2a0000372,alcoholic,PO8,S2 nomatch,29,0.0,0.0890680266656574,19.875938699131456
co2a0000372,alcoholic,T8,S1 obj,57,0.0,0.0621635943298797,27.60823736654747
co2a0000372,alcoholic,T8,S2 match,29,0.0,0.07085027260769414,21.73238116984858
co2a0000372,alcoholic,T8,S2 nomatch,29,0.0,0.08524432410107996,16.041836337519882
co2a0000372,alcoholic,TP8,S1 obj,57,0.0,0.05855091487283274,31.645181772824834
co2a0000372,alcoholic,TP8,S2 match,29,0.005212366017577486,0.0752268467955006,23.205968391447975
co2a0000372,alcoholic,TP8,S2 nomatch,29,0.0,0.0863850796839849,18.851839126186032
co2a0000375,alcoholic,P8,S1 obj,39,0.0,0.10898427783638837,17.380435997947018
co2a0000375,alcoholic,P8,S2 match,24,0.0,0.20024076322095158,10.234244632423005
co2a0000375,alcoholic,P8,S2 nomatch,22,0.0,0.21603295600064346,8.33357175977636
co2a0000375,alcoholic,PO8,S1 obj,39,0.0,0.1279241189795403,15.0847687711628
co2a0000375,alcoholic,PO8,S2 match,24,0.0,0.1792264261027683,11.363776593792291
co2a0000375,alcoholic,PO8,S2 nomatch,22,0.0,0.24222541297025899,8.077299241522633
co2a0000375,alcoholic,T8,S1 obj,39,0.0,0.11293796812682808,15.182738570553475
co2a0000375,alcoholic,T8,S2 match,24,0.0,0.12228765036158591,13.017021675562038
co2a0000375,alcoholic,T8,S2 nomatch,22,0.0,0.20228055727213767,8.668427140733868
co2a0000375,alcoholic,TP8,S1 obj,39,0.0,0.09163337661869181,18.503348821144634
co2a0000375,alcoholic,TP8,S2 match,24,0.0,0.15081118830978893,12.588353986866675
co2a0000375,alcoholic,TP8,S2 nomatch,22,0.0,0.21564284309777992,8.375139614666864
co2a0000377,alcoholic,P8,S1 obj,50,0.0,0.10367476232631213,18.927085094306193
co2a0000377,alcoholic,P8,S2 match,25,0.0,0.08548128670023256,16.036500316001177
co2a0000377,alcoholic,P8,S2 nomatch,25,0.0,0.12253203038013397,13.053887642424744
co2a0000377,alcoholic,PO8,S1 obj,50,0.0,0.08524552365774862,22.040942626151438
co2a0000377,alcoholic,PO8,S2 match,25,0.0,0.10444389832279243,16.60026051728838
co2a0000377,alcoholic,PO8,S2 nomatch,25,0.0,0.10219828153425982,14.514174806100199
co2a0000377,alcoholic,T8,S1 obj,50,0.0,0.06799243886624998,27.899607527137935
co2a0000377,alcoholic,T8,S2 match,25,0.0,0.09182396501698092,14.99645692555078
co2a0000377,alcoholic,T8,S2 nomatch,25,0.0,0.11434403220966027,14.124977548943493
co2a0000377,alcoholic,TP8,S1 obj,50,0.0,0.10676658794802579,19.636198656228448
co2a0000377,alcoholic,TP8,S2 match,25,0.0,0.08807501865256431,15.655745035205282
co2a0000377,alcoholic,TP8,S2 nomatch,25,0.0,0.11604774887779676,13.80163170217896
co2a0000378,alcoholic,P8,S1 obj,56,0.0,0.06289311158124243,33.9208157178972
co2a0000378,alcoholic,P8,S2 match,27,0.0,0.10773097025407385,15.776924949929601
co2a0000378,alcoholic,P8,S2 nomatch,29,0.0,0.13770457185464327,14.972407606783964
co2a0000378,alcoholic,PO8,S1 obj,56,0.0,0.04244562890470304,38.68219864988022
co2a0000378,alcoholic,PO8,S2 match,27,0.0,0.1187541477497118,15.48313467029955
co2a0000378,alcoholic,PO8,S2 nomatch,28,0.0,0.10917738717088624,16.803693769518883
co2a0000378,alcoholic,T8,S1 obj,56,0.0,0.08985271222077121,22.310588617383683
co2a0000378,alcoholic,T8,S2 match,27,0.0,0.14258665474229731,12.736118135212166
co2a0000378,alcoholic,T8,S2 nomatch,29,0.0,0.11567917666251196,16.4828772070831
co2a0000378,alcoholic,TP8,S1 obj,56,0.0,0.06538576930965624,28.914708390665925
co2a0000378,alcoholic,TP8,S2 match,27,0.0,0.1361137974020717,14.11238461983795
co2a0000378,alcoholic,TP8,S2 nomatch,29,0.0,0.13657805097749465,14.34499605360788
co2a0000379,alcoholic,P8,S1 obj,54,0.0,0.04912136808229407,35.3619402163831
co2a0000379,alcoholic,P8,S2 match,27,0.0,0.13232716337173137,13.050431942157426
co2a0000379,alcoholic,P8,S2 nomatch,26,0.0,0.1060457373935751,13.640527960953166
co2a0000379,alcoholic,PO8,S1 obj,54,0.0,0.07402467052723573,29.062204700355036
co2a0000379,alcoholic,PO8,S2 match,27,0.0,0.1323341920671261,13.430081023862888
co2a0000379,alcoholic,PO8,S2 nomatch,26,0.0,0.10111933345148745,14.656424207313782
co2a0000379,alcoholic,T8,S1 obj,53,0.0,0.08654996425871245,21.684972904823677
co2a0000379,alcoholic,T8,S2 match,27,0.0,0.14960232725601327,11.21373347837307
co2a0000379,alcoholic,T8,S2 nomatch,26,0.0,0.1531988811118753,10.410267861390182
co2a0000379,alcoholic,TP8,S1 obj,54,0.0,0.07584444456482141,24.828314739040607
co2a0000379,alcoholic,TP8,S2 match,27,0.0,0.1375476785084987,13.030318179780956
co2a0000379,alcoholic,TP8,S2 nomatch,26,0.0,0.08849083883348416,16.252112043904646
co2a0000380,alcoholic,P8,S1 obj,43,0.0,0.0900802714231865,21.391058807471982
co2a0000380,alcoholic,P8,S2 match,23,0.0,0.12993885838472008,13.347589182361485
co2a0000380,alcoholic,P8,S2 nomatch,21,0.0,0.11995619303511909,13.20435263338512
co2a0000380,alcoholic,PO8,S1 obj,43,0.0,0.07882358924754672,23.188700326639594
co2a0000380,alcoholic,PO8,S2 match,23,0.0,0.10920002038820546,14.874285552735817
co2a0000380,alcoholic,PO8,S2 nomatch,21,0.0,0.11826929449380023,14.83024985602826
co2a0000380,alcoholic,T8,S1 obj,43,0.0,0.08494083914192727,21.04850209415069
co2a0000380,alcoholic,T8,S2 match,23,0.0,0.1425873353329355,14.05988135857117
co2a0000380,alcoholic,T8,S2 nomatch,21,0.0,0.2295395655840432,9.610612120254759
co2a0000380,alcoholic,TP8,S1 obj,43,0.0,0.08065605556998308,22.14392859152466
co2a0000380,alcoholic,TP8,S2 match,23,0.0,0.10758071849386616,13.455113754894787
co2a0000380,alcoholic,TP8,S2 nomatch,21,0.0,0.136498747572065,14.156460550642993
co2a0000381,alcoholic,P8,S1 obj,54,0.0,0.048705869725270724,36.97094211927471
co2a0000381,alcoholic,P8,S2 match,22,0.0,0.13168598944349402,13.310026166912412
co2a0000381,alcoholic,P8,S2 nomatch,23,0.0,0.12551830918918302,13.31318231872651
co2a0000381,alcoholic,PO8,S1 obj,54,0.0,0.045969645095137505,41.26886482982348
co2a0000381,alcoholic,PO8,S2 match,22,0.0,0.16159400867510224,11.88377486898616
co2a0000381,alcoholic,PO8,S2 nomatch,23,0.0,0.11199360059692903,14.138954685158899
co2a0000381,alcoholic,T8,S1 obj,54,0.0,0.0660491866725932,27.476583650469067
co2a0000381,alcoholic,T8,S2 match,22,0.0,0.2019846783610886,9.268815711495524
co2a0000381,alcoholic,T8,S2 nomatch,23,0.0,0.1820745763691316,9.765268967290334
co2a0000381,alcoholic,TP8,S1 obj,54,0.0,0.048707900695820545,34.87938509078308
co2a0000381,alcoholic,TP8,S2 match,22,0.0,0.12222353477860254,12.334659829273878
co2a0000381,alcoholic,TP8,S2 nomatch,23,0.0,0.1499495538439647,11.871320294816785
co2a0000382,alcoholic,P8,S1 obj,58,0.0,0.06292595367368689,27.92375990779707
co2a0000382,alcoholic,P8,S2 match,28,0.0,0.10509028874595945,15.597141802284984
co2a0000382,alcoholic,P8,S2 nomatch,26,0.0,0.14749222756254118,12.014576908525799
co2a0000382,alcoholic,PO8,S1 obj,58,0.0,0.06049134010545199,30.71397365180317
co2a0000382,alcoholic,PO8,S2 match,28,0.0,0.09829289789668667,15.590322966295975
co2a0000382,alcoholic,PO8,S2 nomatch,26,0.0,0.14837014089835096,12.177622365869164
co2a0000382,alcoholic,T8,S1 obj,58,0.0,0.06721210297770641,25.148400399755566
co2a0000382,alcoholic,T8,S2 match,28,0.0,0.11028149016463328,15.994315005780296
co2a0000382,alcoholic,T8,S2 nomatch,26,0.0,0.1374566205352375,11.755796966789099
co2a0000382,alcoholic,TP8,S1 obj,58,0.0,0.060344343270593806,26.103478884709666
co2a0000382,alcoholic,TP8,S2 match,28,0.0,0.1023349874084451,15.887823586783213
co2a0000382,alcoholic,TP8,S2 nomatch,26,0.0,0.1355047245205244,12.448461182300857
co2a0000384,alcoholic,P8,S1 obj,49,0.0,0.060254956021147374,28.03309634563815
co2a0000384,alcoholic,P8,S2 match,21,0.0,0.12560368179579712,12.9249663325966
co2a0000384,alcoholic,P8,S2 nomatch,29,0.0,0.0781918629627661,19.014909132118216
co2a0000384,alcoholic,PO8,S1 obj,49,0.0,0.0637685872507117,27.533833940128915
co2a0000384,alcoholic,PO8,S2 match,21,0.0,0.12500542528745068,13.317230352521094
co2a0000384,alcoholic,PO8,S2 nomatch,29,0.0,0.07110066482445368,22.49996823923033
co2a0000384,alcoholic,T8,S1 obj,49,0.0,0.12425961610294792,18.124738371952013
co2a0000384,alcoholic,T8,S2 match,21,0.0,0.13322657212117006,12.7140473367715
co2a0000384,alcoholic,T8,S2 nomatch,29,0.0,0.11249205481786906,14.120182653307632
co2a0000384,alcoholic,TP8,S1 obj,49,0.0,0.07507965260797907,27.101784050787135
co2a0000384,alcoholic,TP8,S2 match,21,0.0,0.12099607431976633,14.647403639836094
co2a0000384,alcoholic,TP8,S2 nomatch,29,0.0,0.09054373955438366,19.104375504311236
co2a0000385,alcoholic,P8,S1 obj,39,0.0,0.08082915096267543,21.639613356830555
co2a0000385,alcoholic,P8,S2 match,14,0.0,0.2238736716604933,6.326492520613376
co2a0000385,alcoholic,P8,S2 nomatch,14,0.0,0.3123108747603566,4.481143494319579
co2a0000385,alcoholic,PO8,S1 obj,39,0.0,0.06049857803284705,27.307453964577267
co2a0000385,alcoholic,PO8,S2 match,14,0.0,0.2188283530521411,6.811223602249143
co2a0000385,alcoholic,PO8,S2 nomatch,14,0.0,0.2187602056084709,6.6680958444732665
co2a0000385,alcoholic,T8,S1 obj,39,0.0,0.1333380644486167,16.495558257569158
co2a0000385,alcoholic,T8,S2 match,14,0.0,0.18123235145133743,7.32090001139679
co2a0000385,alcoholic,T8,S2 nomatch,14,0.0,0.18550737181637614,7.811155459033864
co2a0000385,alcoholic,TP8,S1 obj,39,0.0,0.10123367165641267,19.86875665324379
co2a0000385,alcoholic,TP8,S2 match,14,0.0,0.18790327070490065,7.593553225325019
co2a0000385,alcoholic,TP8,S2 nomatch,14,0.0,0.24270540279752145,6.545953403430081
co2a0000386,alcoholic,P8,S1 obj,35,0.0,0.0985447827236553,16.780652067505983
co2a0000386,alcoholic,P8,S2 match,18,0.0,0.17511279877385139,8.94179500108215
co2a0000386,alcoholic,P8,S2 nomatch,17,0.0,0.14196449600557007,10.672047017800873
co2a0000386,alcoholic,PO8,S1 obj,35,0.0,0.11798566580738212,18.339806496430462
co2a0000386,alcoholic,PO8,S2 match,18,0.0,0.17827520733512156,8.967226283958025
co2a0000386,alcoholic,PO8,S2 nomatch,17,0.0,0.13786315206643981,10.499470678988363
co2a0000386,alcoholic,T8,S1 obj,35,0.0,0.15837545241410447,14.10876956263591
co2a0000386,alcoholic,T8,S2 match,18,0.0,0.16680602529671198,10.156316307034775
co2a0000386,alcoholic,T8,S2 nomatch,17,0.0,0.1461439615325724,10.655465654303013
co2a0000386,alcoholic,TP8,S1 obj,35,0.0,0.14532375958371152,12.578385899688444
co2a0000386,alcoholic,TP8,S2 match,18,0.0,0.14631869868287534,10.063277196304453
co2a0000386,alcoholic,TP8,S2 nomatch,17,0.0,0.19539156406812583,8.635894865889977
co2a0000387,alcoholic,P8,S1 obj,34,0.0,0.09388668809013533,20.20035687232501
co2a0000387,alcoholic,P8,S2 match,15,0.0,0.16015153388970277,9.03737678594923
co2a0000387,alcoholic,P8,S2 nomatch,16,0.0,0.18087540550990372,7.828768174352423
co2a0000387,alcoholic,PO8,S1 obj,34,0.0,0.08030449321717893,22.278080912958423
co2a0000387,alcoholic,PO8,S2 match,15,0.0,0.17484123202400592,9.174881992594255
co2a0000387,alcoholic,PO8,S2 nomatch,16,0.0,0.18722937531645148,8.829575990377208
co2a0000387,alcoholic,T8,S1 obj,34,0.0,0.1536867507810586,14.244987705614623
co2a0000387,alcoholic,T8,S2 match,15,0.0,0.14794671449930535,11.050771587846834
co2a0000387,alcoholic,T8,S2 nomatch,17,0.0,0.17471669768652293,8.645494940980733
co2a0000387,alcoholic,TP8,S1 obj,34,0.0,0.11730747699379097,18.074314257427652
co2a0000387,alcoholic,TP8,S2 match,15,0.0,0.1618063528182489,10.287329038059243
co2a0000387,alcoholic,TP8,S2 nomatch,17,0.0,0.1653502512609377,8.001954329505024
co2a0000388,alcoholic,P8,S1 obj,38,0.0,0.202781687590004,13.447164425989605
co2a0000388,alcoholic,P8,S2 match,25,0.0,0.1133820381073994,13.9406977681699
co2a0000388,alcoholic,P8,S2 nomatch,24,0.0,0.1396806529876936,12.259461805431553
co2a0000388,alcoholic,PO8,S1 obj,38,0.0,0.07192224781716824,23.131388831670694
co2a0000388,alcoholic,PO8,S2 match,25,0.0,0.15586994945601396,11.945905123731654
co2a0000388,alcoholic,PO8,S2 nomatch,24,0.0,0.12623349719890006,12.810749169916404
co2a0000388,alcoholic,T8,S1 obj,38,0.0,0.11171798805792031,21.06242457022701
co2a0000388,alcoholic,T8,S2 match,25,0.0,0.11540704040596698,14.300883758650558
co2a0000388,alcoholic,T8,S2 nomatch,24,0.0,0.09808235187879111,17.93613476702337
co2a0000388,alcoholic,TP8,S1 obj,38,0.0,0.15137444749752071,17.980164672157457
co2a0000388,alcoholic,TP8,S2 match,25,0.0,0.11506656730863085,13.524166354131234
co2a0000388,alcoholic,TP8,S2 nomatch,24,0.0,0.1403058729211876,11.930823736014663
co2a0000390,alcoholic,P8,S1 obj,51,0.0,0.10847582843786924,18.02544618140944
co2a0000390,alcoholic,P8,S2 match,27,0.0,0.14813088341236494,12.719413331113309
co2a0000390,alcoholic,P8,S2 nomatch,26,0.0,0.06292768018166899,21.500328439117883
co2a0000390,alcoholic,PO8,S1 obj,51,0.0,0.121585210184492,16.760729132459637
co2a0000390,alcoholic,PO8,S2 match,27,0.0,0.1432489506884162,13.560653152371545
co2a0000390,alcoholic,PO8,S2 nomatch,26,0.0,0.07877576047446776,19.63637494077753
co2a0000390,alcoholic,T8,S1 obj,51,0.0,0.08482628045501202,19.836578136454477
co2a0000390,alcoholic,T8,S2 match,27,0.0,0.14914213849441665,12.122406849631364
co2a0000390,alcoholic,T8,S2 nomatch,26,0.0,0.12848066593939236,14.895059688368411
co2a0000390,alcoholic,TP8,S1 obj,51,0.0,0.09941016806305876,19.470490293130172
co2a0000390,alcoholic,TP8,S2 match,27,0.0,0.14737930566705118,12.681852194785009
co2a0000390,alcoholic,TP8,S2 nomatch,26,0.0,0.06342517297174553,20.950882097201124
co2a0000392,alcoholic,P8,S1 obj,42,0.0,0.10644312719154046,19.006474019757547
co2a0000392,alcoholic,P8,S2 match,28,0.0,0.11951737948767574,15.842410757144929
co2a0000392,alcoholic,P8,S2 nomatch,26,0.0,0.09026768374099531,20.198379473375336
co2a0000392,alcoholic,PO8,S1 obj,42,0.0,0.10829422027299142,19.209084247412896
co2a0000392,alcoholic,PO8,S2 match,28,0.0,0.09516485007007698,16.144117551297242
co2a0000392,alcoholic,PO8,S2 nomatch,26,0.0,0.13196901241108377,13.352901377724342
co2a0000392,alcoholic,T8,S1 obj,42,0.0,0.09142347717257233,20.821155363276407
co2a0000392,alcoholic,T8,S2 match,28,0.0,0.09714879975488414,16.715581416890945
co2a0000392,alcoholic,T8,S2 nomatch,26,0.0,0.10830612883119511,15.419502087572818
co2a0000392,alcoholic,TP8,S1 obj,42,0.0,0.10192053722872352,17.70642022700466
co2a0000392,alcoholic,TP8,S2 match,28,0.0,0.09750799474460466,16.424989156025276
co2a0000392,alcoholic,TP8,S2 nomatch,26,0.0,0.06790073244192166,19.519927970002602
co2a0000394,alcoholic,P8,S1 obj,55,0.0,0.08562451860685696,23.25572321017471
co2a0000394,alcoholic,P8,S2 match,25,0.0,0.10820627457777345,14.713740512496454
co2a0000394,alcoholic,P8,S2 nomatch,30,0.0,0.08409966751127632,22.850121958445328
co2a0000394,alcoholic,PO8,S1 obj,55,0.0,0.07761166892689755,25.03792974205833
co2a0000394,alcoholic,PO8,S2 match,24,0.0,0.09619542643779225,14.23255904043643
co2a0000394,alcoholic,PO8,S2 nomatch,30,0.0,0.11251593105111268,19.73048299610758
co2a0000394,alcoholic,T8,S1 obj,55,0.0,0.14164387666343836,18.967936806847202
co2a0000394,alcoholic,T8,S2 match,25,0.0,0.12503373911257243,14.421896251428942
co2a0000394,alcoholic,T8,S2 nomatch,30,0.0,0.08058782492802107,21.861779334669
co2a0000394,alcoholic,TP8,S1 obj,55,0.0,0.10933903003753723,22.924145407979236
co2a0000394,alcoholic,TP8,S2 match,25,0.0,0.12159950789088954,14.2316954295164
co2a0000394,alcoholic,TP8,S2 nomatch,30,0.0,0.0788589024834561,22.524904764467014
co2a0000395,alcoholic,P8,S1 obj,46,0.0,0.0925991940251035,21.255230788119334
co2a0000395,alcoholic,P8,S2 match,24,0.0,0.12840712437599677,12.906790836822688
co2a0000395,alcoholic,P8,S2 nomatch,28,0.0,0.10863437950702454,13.918387484187813
co2a0000395,alcoholic,PO8,S1 obj,46,0.0,0.09905816154421312,21.119972732253185
co2a0000395,alcoholic,PO8,S2 match,24,0.0,0.09896044712931419,15.377531719830264
co2a0000395,alcoholic,PO8,S2 nomatch,28,0.0,0.10397936963534231,14.70771957333187
co2a0000395,alcoholic,T8,S1 obj,46,0.0,0.10049946223671995,20.025118002910336
co2a0000395,alcoholic,T8,S2 match,24,0.0,0.12385689372675744,13.291341573165647
co2a0000395,alcoholic,T8,S2 nomatch,28,0.0,0.1288028003393562,11.114905829486313
co2a0000395,alcoholic,TP8,S1 obj,46,0.0,0.08638439028343334,20.27429186115849
co2a0000395,alcoholic,TP8,S2 match,24,0.0,0.1123076569170795,15.45283363836014
co2a0000395,alcoholic,TP8,S2 nomatch,28,0.0,0.12105453259463977,13.258829448455577
co2a0000396,alcoholic,P8,S1 obj,42,0.0,0.07825276064577476,23.754762423570867
co2a0000396,alcoholic,P8,S2 match,14,0.0,0.16062089873007085,8.467082779990525
co2a0000396,alcoholic,P8,S2 nomatch,21,0.0,0.12992765668140166,12.593484502810144
co2a0000396,alcoholic,PO8,S1 obj,42,0.0,0.0824162287388452,23.163069905300947
co2a0000396,alcoholic,PO8,S2 match,14,0.0,0.20619113408936374,9.256513855902693
co2a0000396,alcoholic,PO8,S2 nomatch,21,0.0,0.1860677664957771,8.210932526481042
co2a0000396,alcoholic,T8,S1 obj,42,0.0,0.07399548216329015,22.73034889548391
co2a0000396,alcoholic,T8,S2 match,14,0.0,0.17697640212165847,7.730259206465008
co2a0000396,alcoholic,T8,S2 nomatch,21,0.0,0.1376808794941851,13.339728048952757
co2a0000396,alcoholic,TP8,S1 obj,42,0.0,0.10026576125525818,22.257443384374504
co2a0000396,alcoholic,TP8,S2 match,14,0.0,0.17945939817428122,8.00571312837148
co2a0000396,alcoholic,TP8,S2 nomatch,21,0.0,0.13268818326472823,12.819996944628608
co2a0000398,alcoholic,P8,S1 obj,37,0.0,0.0968563876162433,23.230209999366267
co2a0000398,alcoholic,P8,S2 match,30,0.0,0.06206882995274809,23.443332930899295
co2a0000398,alcoholic,P8,S2 nomatch,29,0.0,0.08651836932916902,18.71763071244316
co2a0000398,alcoholic,PO8,S1 obj,37,0.0,0.06306812636448317,24.891375369441437
co2a0000398,alcoholic,PO8,S2 match,30,0.0024416074711282455,0.0699836934336519,23.48225091607592
co2a0000398,alcoholic,PO8,S2 nomatch,29,0.0,0.1069896517495431,15.547459291952949
co2a0000398,alcoholic,T8,S1 obj,37,0.0,0.0824511896340831,20.009666104033464
co2a0000398,alcoholic,T8,S2 match,30,0.0,0.07504159635546769,20.418440027094547
co2a0000398,alcoholic,T8,S2 nomatch,29,0.0,0.10698838405894481,17.54062688076537
co2a0000398,alcoholic,TP8,S1 obj,37,0.0,0.10065119063831279,20.943465148124364
co2a0000398,alcoholic,TP8,S2 match,30,0.0,0.05859127019932264,20.702530476878014
co2a0000398,alcoholic,TP8,S2 nomatch,29,0.0,0.09711208526820923,16.28036064907351
co2a0000400,alcoholic,P8,S1 obj,40,0.0,0.07318723282521965,21.555403122278115
co2a0000400,alcoholic,P8,S2 match,23,0.0,0.16030460652677175,12.081261522299085
co2a0000400,alcoholic,P8,S2 nomatch,15,0.0,0.17823283087232367,7.706461743587755
